state,county,community,communityname,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
42,44,347,1661,1,6,21,4,87,19,5,30,39,31,52,7,63,15,36,17,36,50,53,46,18,25,25,19,18,18,19,22,7,45,25,33,21,48,34,43,29,58,30,93,39,88,91,24,32,33,39,40,32,34,3,30,1,27,37,44,43,9,11,12,11,86,8,16,12,21,22,26,27,16,71,0,5,77,27,16,17,22,29,24,11,10,11,26,25,23,24,50,24,14,11,5,14,26,34,53,38,13,12,19,13,26,26,59,12,23,45,13,27,22,29,10,7,64,4,27,24,20,23,56,1,0,26,0.36
30,44,347,387,1,2,47,9,89,5,1,65,55,55,32,0,0,28,60,22,45,40,28,37,30,24,23,25,34,11,29,27,2,25,22,34,30,22,51,55,50,55,34,52,46,49,52,37,63,62,67,56,65,67,1,17,0,67,64,52,45,9,8,6,5,93,1,14,14,38,44,33,47,7,51,1,3,65,43,7,30,26,43,14,13,12,13,24,25,25,28,31,26,20,0,0,5,73,38,50,64,13,12,19,13,26,26,59,12,23,45,13,27,22,29,10,7,64,3,16,2,20,23,56,1,0,26,0.11
0,44,347,528,1,0,30,9,89,2,1,36,33,25,52,0,0,14,37,41,20,59,35,29,17,20,19,16,15,23,11,9,1,37,62,72,14,18,45,99,12,97,20,56,13,55,57,30,64,62,73,61,67,76,0,13,0,24,99,95,83,1,4,3,2,96,2,10,11,34,32,35,63,9,45,1,2,56,62,7,57,28,64,39,6,6,8,3,7,8,11,30,29,30,0,0,1,76,61,82,75,13,12,19,13,26,26,59,12,23,45,13,27,22,29,10,7,64,16,2,1,20,23,56,1,0,26,0.03
0,44,347,1129,1,1,39,44,62,5,0,43,41,33,38,3,63,25,47,37,35,44,41,46,29,26,31,16,25,18,69,68,3,45,36,46,35,36,42,28,78,35,47,37,33,47,45,42,54,51,46,45,50,55,2,45,0,30,55,45,66,2,4,3,4,93,2,21,20,42,44,38,52,12,42,1,1,78,50,8,60,34,23,28,13,13,12,5,18,21,21,42,22,26,0,0,3,79,52,69,68,13,12,19,13,26,26,59,12,23,45,13,27,22,29,10,7,64,3,14,0,20,23,56,1,0,26,0.35
10,44,347,362,1,2,30,21,73,6,12,41,45,38,42,0,0,20,56,13,30,44,32,18,24,35,36,25,11,97,21,24,3,39,71,67,29,34,54,99,18,81,34,75,36,72,75,34,47,44,56,57,63,67,1,16,1,71,87,84,84,27,29,25,23,84,20,22,19,33,30,39,29,20,64,0,4,57,30,10,26,31,85,28,10,12,20,17,20,20,19,22,15,22,3,0,16,61,40,57,48,13,12,19,13,26,26,59,12,23,45,13,27,22,29,10,7,64,5,10,1,20,23,56,1,0,26,0.25
31,44,347,137,1,2,37,4,87,9,4,45,40,37,39,3,63,25,58,32,43,41,17,49,27,25,24,30,12,27,18,17,1,22,17,35,29,37,53,23,48,34,37,48,29,60,57,28,59,58,71,56,58,63,0,9,0,37,43,39,39,7,7,6,6,90,4,11,11,34,31,38,56,10,51,1,6,36,56,15,27,25,24,5,9,8,8,19,18,19,21,33,27,13,0,0,8,57,57,72,65,13,12,19,13,26,26,59,12,23,45,13,27,22,29,10,7,64,1,32,1,20,23,56,1,0,26,0.06
4,44,347,143,1,4,15,3,85,33,10,26,25,20,67,5,63,69,41,19,64,48,15,15,97,97,100,79,23,91,85,93,2,16,12,16,75,18,46,16,52,0,90,39,43,60,54,24,65,70,81,67,24,16,1,8,7,32,39,45,49,78,82,88,89,35,31,19,13,20,43,8,40,15,68,0,6,63,28,11,36,10,2,11,98,99,97,85,94,98,90,63,62,26,0,1,95,18,55,72,56,1,36,30,43,3,41,37,36,70,52,6,19,43,22,2,0,19,1,47,24,5,5,63,0,34,44,0.45
38,44,347,93,1,9,49,23,57,4,43,47,46,35,30,10,63,30,58,19,34,35,29,32,29,27,32,20,13,78,20,20,9,42,44,50,20,50,43,47,27,48,25,57,30,55,57,55,60,54,61,55,18,19,3,22,4,29,33,40,46,20,20,22,24,60,30,44,41,55,54,56,45,42,56,0,14,49,45,65,50,29,60,43,7,7,8,21,22,22,23,25,21,22,1,5,29,64,47,69,75,1,36,30,43,3,41,37,36,70,52,6,19,43,22,2,0,19,9,17,1,5,5,63,0,0,44,0.23
30,10,779,1827,1,3,30,21,81,1,1,35,35,28,54,0,0,9,23,14,27,67,81,54,11,15,15,19,17,21,19,26,6,69,38,67,11,89,20,61,41,79,25,72,30,70,74,38,32,34,24,47,44,39,2,32,0,29,21,17,29,2,1,1,1,94,2,28,23,33,30,38,44,10,63,0,5,59,44,32,72,2,67,39,3,2,3,8,12,11,11,59,17,25,0,0,2,93,56,86,87,1,36,30,43,3,41,37,36,70,52,6,19,43,22,2,0,19,3,21,7,5,5,63,0,0,44,0.32
25,56,365,1031,1,3,34,12,84,16,3,24,34,19,31,4,56,64,77,18,66,25,5,33,63,62,60,55,44,79,26,54,0,4,9,15,58,9,72,31,40,15,67,33,28,36,35,35,83,80,91,65,41,53,0,5,1,21,18,26,28,7,5,7,7,86,3,14,14,39,38,25,82,3,51,1,4,69,79,7,22,44,2,11,36,37,37,73,64,64,69,34,52,32,0,0,14,34,42,45,48,1,36,30,43,3,41,37,36,70,52,6,19,43,22,2,0,19,6,12,20,5,5,63,0,0,44,0.04
19,34,389,119,1,2,34,2,92,20,2,20,30,20,58,4,63,68,54,13,80,54,11,52,68,75,73,56,35,46,52,54,1,8,10,12,87,19,52,25,88,7,93,15,48,19,18,36,82,80,91,73,29,37,0,3,2,50,44,47,44,43,34,32,28,69,12,18,16,38,45,28,55,3,44,1,1,83,49,8,37,0,2,7,84,85,86,77,80,91,82,34,40,32,0,0,36,60,75,71,61,1,36,30,43,3,41,37,36,70,52,6,19,43,22,2,0,19,1,44,74,5,5,63,0,0,44,0.02
22,34,389,49,1,1,48,0,97,2,1,41,42,31,25,3,63,36,68,28,39,34,12,35,32,26,24,16,15,45,22,29,1,13,45,49,11,33,61,44,26,50,24,46,26,47,47,45,69,65,74,60,63,66,0,6,0,15,11,9,7,1,0,0,0,95,2,21,23,55,51,53,75,11,39,1,2,75,74,2,33,29,15,20,14,12,10,31,29,28,33,38,20,16,0,0,1,82,65,58,81,1,36,30,43,3,41,37,36,70,52,6,19,43,22,2,0,19,3,14,4,5,5,63,0,0,44,0.16
25,77,151,587,1,7,52,12,85,12,3,38,40,27,25,8,61,48,75,19,45,29,16,33,46,35,34,39,23,38,47,37,2,7,19,31,27,29,63,30,36,32,40,38,35,40,39,56,75,72,81,71,47,48,2,19,1,25,28,32,37,6,6,6,6,88,4,28,28,58,66,26,77,8,36,1,7,65,69,41,81,33,7,15,24,23,23,47,42,42,43,34,58,43,4,0,9,41,62,70,66,1,36,30,43,3,41,37,36,70,52,6,19,43,22,2,0,19,7,19,36,5,5,63,0,0,44,0.12
25,34,225,92,1,8,27,9,84,11,17,26,31,23,65,10,63,33,38,12,50,66,26,64,39,38,38,21,39,31,33,37,5,22,39,52,23,34,41,35,27,43,36,34,48,32,34,37,58,58,72,48,22,40,3,20,5,26,32,37,39,22,23,25,25,60,24,21,18,33,42,32,26,14,67,0,6,76,23,29,55,1,16,25,40,43,42,29,34,43,34,22,48,42,0,1,36,73,82,89,79,2,25,30,28,3,19,22,25,63,66,5,6,0,5,3,8,12,1,89,94,4,3,51,0,34,23,0.2
30,26,18,228,1,12,32,35,69,2,2,36,36,28,53,13,63,13,29,10,30,58,72,57,16,17,18,19,9,28,21,45,16,58,36,58,12,76,23,59,33,66,23,69,39,68,71,39,35,34,31,37,31,26,9,42,1,17,15,16,16,3,2,2,2,88,5,28,23,34,35,34,48,7,50,1,16,58,46,31,52,4,42,24,4,3,4,10,13,12,12,47,17,21,2,0,6,80,63,88,84,2,17,30,17,3,13,22,17,70,45,39,2,0,30,5,7,14,6,35,14,7,2,38,0,74,12,0.51
25,49,423,1117,1,1,34,10,77,20,22,24,37,21,41,3,63,49,68,24,61,37,13,35,53,48,48,44,24,40,32,36,1,8,26,27,43,18,68,45,40,34,47,38,42,37,38,40,73,72,85,61,53,58,1,17,2,24,31,48,51,24,28,39,38,60,24,26,23,39,47,30,53,18,57,0,2,70,48,2,51,12,10,13,46,41,36,64,59,62,59,41,61,60,1,0,43,58,60,44,68,2,17,30,17,3,13,22,17,70,45,39,2,0,30,5,7,14,1,56,28,7,2,38,0,0,12,0.18
27,66,395,1092,1,8,25,30,71,1,2,31,31,26,65,10,63,14,24,9,36,71,62,67,18,20,21,20,10,27,31,32,10,49,40,56,12,73,25,52,42,58,21,57,43,50,54,34,31,34,29,40,32,39,8,50,3,11,11,11,11,5,4,4,4,83,6,20,16,29,35,24,49,7,52,1,14,54,44,86,68,3,42,14,7,6,5,16,16,15,16,71,23,47,10,0,19,78,73,91,88,2,24,30,23,3,21,27,24,45,67,8,2,0,7,4,7,39,4,37,17,4,2,34,0,51,16,0.3
28,66,395,1003,1,1,42,78,34,3,2,43,45,35,40,0,0,18,53,14,23,49,46,20,20,20,30,17,8,23,27,30,2,44,50,61,20,36,52,73,24,81,26,57,43,57,59,48,27,18,29,30,61,68,3,90,0,31,23,41,44,1,1,1,1,94,3,39,36,47,38,56,29,28,48,1,2,67,33,30,37,29,85,22,10,11,13,20,23,22,27,47,27,32,1,0,1,77,47,67,67,2,24,30,23,3,21,27,24,45,67,8,2,0,7,4,7,39,4,10,1,4,2,34,0,0,16,0.37
4,66,395,1425,1,1,81,0,18,15,90,51,48,37,31,0,0,20,51,60,20,47,90,26,17,11,18,13,16,34,18,19,3,56,96,91,7,97,34,41,17,77,15,31,45,44,39,86,55,46,44,62,46,50,2,46,3,32,47,49,56,54,68,65,68,0,93,93,93,90,76,97,38,93,57,0,0,88,44,40,46,28,40,59,15,13,12,22,24,23,25,55,60,19,0,0,70,55,58,86,81,2,24,30,23,3,21,27,24,45,67,8,2,0,7,4,7,39,1,31,0,4,2,34,0,0,16,0.31
30,49,790,198,1,0,19,2,94,6,3,23,27,22,81,2,63,24,32,4,56,73,15,80,29,30,28,26,0,42,42,42,1,13,27,51,9,20,33,64,24,59,19,39,31,32,36,24,68,69,85,72,37,44,0,8,1,6,9,12,17,4,5,6,8,74,8,12,11,24,33,9,65,5,50,1,0,89,56,0,13,18,4,6,17,14,12,30,27,24,22,25,15,27,0,0,25,75,85,96,90,2,24,30,23,3,21,27,24,45,67,8,2,0,7,4,7,39,1,23,23,4,2,34,0,0,16,0.04
4,49,790,1638,1,1,35,2,80,11,22,35,32,23,48,0,0,20,31,28,37,54,86,46,22,22,23,18,11,27,16,15,2,35,26,40,19,45,36,37,50,56,33,74,31,87,84,36,38,37,40,42,30,43,1,20,1,69,79,75,68,31,31,27,23,78,20,32,27,36,32,43,35,31,67,0,1,84,36,19,25,28,35,4,25,26,26,31,35,38,37,62,56,14,6,1,19,64,29,56,76,2,24,30,23,3,21,27,24,45,67,8,2,0,7,4,7,39,1,26,2,4,2,34,0,0,16,0.18
15,49,790,570,1,0,43,18,83,4,0,62,55,52,40,0,0,17,48,77,29,47,49,24,21,19,19,20,15,38,13,28,2,45,54,56,19,23,48,52,38,56,23,43,38,56,52,33,50,49,60,31,52,54,0,21,0,74,54,44,62,4,2,2,2,93,2,11,11,37,38,37,44,9,51,1,2,64,42,45,41,29,72,29,12,11,11,14,19,19,17,37,27,14,0,0,2,81,40,49,70,2,24,30,23,3,21,27,24,45,67,8,2,0,7,4,7,39,1,21,1,4,2,34,0,0,16,0.48
31,49,790,418,1,2,27,8,82,3,6,33,25,18,67,0,0,18,22,43,42,66,35,46,21,23,24,14,14,14,11,10,4,49,40,47,26,45,24,27,36,39,40,45,10,46,47,28,67,63,67,70,29,34,0,9,0,47,46,39,46,8,7,5,6,91,7,12,12,30,25,40,61,9,48,1,7,34,62,17,81,20,55,30,3,4,7,7,11,11,13,41,18,28,0,0,7,67,58,71,68,2,24,30,23,3,21,27,24,45,67,8,2,0,7,4,7,39,7,7,1,4,2,34,0,0,16,0.09
17,47,360,146,1,2,36,1,96,5,1,41,46,38,49,0,0,27,49,26,40,51,43,42,29,25,23,26,17,16,10,35,2,30,66,58,13,38,50,69,31,66,20,41,40,40,41,33,55,55,48,57,63,70,1,20,1,17,22,23,20,6,6,6,5,35,9,12,12,37,44,33,38,7,55,0,6,41,34,17,77,3,30,26,25,25,26,31,33,34,32,42,65,19,0,0,14,79,61,76,71,2,24,30,23,3,21,27,24,45,67,8,2,0,7,4,7,39,9,6,7,4,2,34,0,0,16,0.07
38,47,360,765,1,9,43,59,34,35,26,52,73,59,8,10,63,17,79,11,21,10,20,41,14,15,19,21,16,14,22,22,8,38,17,23,20,63,57,10,41,33,29,47,18,49,49,44,66,59,70,60,42,38,3,32,4,34,38,46,45,20,20,22,20,66,10,23,23,50,57,48,26,37,60,0,17,41,25,13,32,37,60,10,11,10,8,22,22,24,23,40,60,25,1,1,25,23,16,10,0,1,10,31,10,1,7,17,10,11,56,4,16,34,19,8,5,26,8,19,1,5,1,43,0,79,8,0.27
4,47,360,39,1,8,52,5,76,30,29,37,39,26,22,10,63,47,66,29,38,26,43,38,45,34,34,32,22,33,32,35,5,23,19,29,20,40,59,34,23,36,32,58,27,58,59,51,62,60,63,59,40,46,3,28,3,27,33,40,45,14,16,17,18,74,15,28,29,59,57,58,56,23,37,1,8,65,55,9,9,36,13,5,38,39,39,56,53,60,54,69,73,15,3,6,23,60,36,60,71,1,10,31,10,1,7,17,10,11,56,4,16,34,19,8,5,26,5,27,12,5,1,43,0,0,8,0.3
2,47,360,1097,1,2,90,1,52,2,90,61,48,36,28,0,0,10,55,31,5,43,64,12,9,9,11,11,36,22,17,19,5,83,96,92,9,93,28,22,11,50,23,23,43,43,36,91,58,50,74,49,19,9,2,42,6,38,43,43,43,94,96,97,99,0,93,98,95,95,93,95,48,93,58,0,1,75,48,21,40,32,75,52,14,12,13,12,17,18,17,80,58,28,1,2,95,36,60,72,61,1,10,31,10,1,7,17,10,11,56,4,16,34,19,8,5,26,6,8,3,5,1,43,0,0,8,0.34
13,12,794,1178,1,0,28,1,95,8,1,41,35,31,64,0,0,15,40,87,48,66,48,24,19,20,19,27,16,12,19,10,1,43,49,42,22,41,36,63,43,69,34,44,28,38,42,28,60,61,33,59,57,60,1,23,0,14,40,33,27,1,3,2,2,94,2,15,13,28,29,24,59,4,55,0,1,67,56,13,46,14,39,24,3,3,4,9,11,11,11,36,19,28,0,0,3,87,57,65,77,1,10,31,10,1,7,17,10,11,56,4,16,34,19,8,5,26,1,16,2,5,1,43,0,0,8,0.07
37,12,794,669,1,4,47,5,93,3,1,43,39,29,24,5,63,43,75,39,46,23,8,31,40,37,36,36,20,22,23,28,1,10,18,27,31,17,69,32,32,31,48,37,20,45,42,42,78,74,80,74,68,65,0,7,0,48,59,51,67,6,7,5,6,93,2,12,14,52,54,40,71,5,27,1,5,59,66,7,38,36,16,0,19,18,20,37,33,35,37,39,44,16,0,0,5,52,41,38,45,1,10,31,10,1,7,17,10,11,56,4,16,34,19,8,5,26,6,12,6,5,1,43,0,0,8,0.17
25,25,147,579,1,1,63,36,66,9,5,77,72,76,33,2,63,36,55,0,34,45,36,56,37,26,28,21,64,18,30,27,2,37,29,41,32,52,43,35,53,37,40,33,71,31,32,47,52,45,65,38,34,47,1,50,0,25,52,47,42,7,13,10,9,86,6,33,32,50,55,41,53,13,44,1,2,61,48,18,25,23,21,22,23,21,21,28,36,36,34,45,46,35,0,0,11,55,43,39,65,1,10,31,10,1,7,17,10,11,56,4,16,34,19,8,5,26,2,14,14,5,1,43,0,0,8,0.17
4,25,147,1407,1,4,59,2,18,90,65,36,43,33,42,6,63,34,52,17,38,37,56,30,32,29,40,29,26,25,30,33,5,40,51,50,32,37,43,36,32,38,36,36,51,43,41,66,59,55,54,65,34,29,2,29,11,48,53,62,68,94,96,97,99,0,93,70,65,65,58,71,31,90,76,0,3,78,34,15,27,15,12,26,60,68,72,61,59,65,58,67,72,12,0,0,95,35,41,72,55,1,10,31,10,1,7,17,10,11,56,4,16,34,19,8,5,26,1,73,27,5,1,43,0,0,8,0.34
30,8,231,707,1,5,50,13,84,11,3,40,42,28,16,6,63,42,79,10,47,21,17,57,38,31,30,43,46,23,22,42,1,10,14,26,26,24,69,46,27,40,37,39,24,44,42,46,76,73,84,72,60,61,1,11,1,47,62,59,57,8,9,8,7,91,4,18,20,57,52,61,63,6,16,1,4,71,64,5,12,31,5,16,14,12,11,38,38,40,44,21,21,14,0,0,7,55,51,61,50,1,10,31,10,1,7,17,10,11,56,4,16,34,19,8,5,26,6,16,9,5,1,43,0,0,8,0.07
38,8,231,715,1,4,38,5,88,7,9,35,36,27,27,5,63,42,73,33,48,29,14,35,42,39,39,22,25,26,28,30,2,19,11,22,33,31,66,40,21,27,42,52,23,58,57,34,67,63,67,66,62,65,1,11,1,36,49,48,57,9,11,10,11,87,6,14,15,43,43,43,54,14,37,1,5,63,53,1,35,31,24,12,17,17,17,32,30,33,30,33,26,15,0,0,11,54,46,60,62,1,10,31,10,1,7,17,10,11,56,4,16,34,19,8,5,26,3,28,1,5,1,43,0,0,8,0.35
25,51,701,1762,1,3,47,9,85,22,4,29,24,18,43,5,63,90,64,44,82,40,6,39,92,88,89,46,70,52,35,66,0,3,13,13,85,12,61,33,60,11,84,12,30,15,13,44,92,88,95,81,30,43,0,4,2,40,43,49,43,26,24,25,21,78,8,16,18,53,55,27,83,3,18,1,1,84,78,5,51,7,1,7,67,69,76,65,76,91,76,33,50,35,0,0,27,48,79,69,63,1,10,31,10,1,7,17,10,11,56,4,16,34,19,8,5,26,2,36,65,5,1,43,0,0,8,0.04
25,0,100,65,1,4,26,99,1,24,28,30,37,29,62,6,63,13,30,17,18,64,73,36,20,23,37,26,4,30,20,20,8,66,55,74,11,64,35,6,13,24,16,86,76,77,84,42,0,0,0,0,52,53,13,96,3,31,39,51,56,22,24,28,29,57,36,50,33,26,27,32,8,40,76,0,31,0,10,96,72,16,69,56,14,14,15,18,32,39,29,56,34,55,35,5,29,46,57,69,59,1,10,31,10,1,7,17,10,11,56,4,16,34,19,8,5,26,3,28,97,5,1,43,0,0,8,1.0
38,0,100,1191,1,1,43,46,51,2,17,41,36,27,51,0,0,15,37,42,25,56,45,26,18,17,22,15,4,32,16,14,3,58,42,50,19,42,36,19,37,44,30,50,23,53,54,47,49,45,46,44,49,60,1,26,0,39,43,53,60,10,9,10,11,83,11,34,32,46,38,57,51,25,53,1,6,33,54,14,63,30,73,71,5,5,5,16,19,20,21,51,29,42,0,0,10,83,48,64,84,1,10,31,10,1,7,17,10,11,56,4,16,34,19,8,5,26,5,9,1,5,1,43,0,0,8,0.48
33,54,207,659,1,6,47,4,93,11,1,33,29,27,58,8,63,59,55,27,81,59,9,58,59,53,52,49,27,28,15,38,1,7,15,20,59,11,52,21,72,16,68,11,41,15,13,46,90,88,96,83,36,41,1,6,2,24,23,26,26,11,9,9,9,82,6,28,28,51,51,23,88,3,13,1,2,84,84,3,42,8,2,4,39,37,33,52,51,71,53,49,41,29,6,0,19,78,83,70,77,1,10,31,10,1,7,17,10,11,56,4,16,34,19,8,5,26,3,42,50,5,1,43,0,0,8,0.03
39,54,207,1301,1,12,88,1,89,17,8,92,88,93,17,14,63,15,71,42,51,25,22,28,13,11,11,11,8,12,13,14,21,79,8,15,54,34,37,25,84,30,45,8,83,7,7,66,82,77,85,74,23,16,1,8,3,98,92,91,85,38,31,29,24,81,5,87,95,83,86,81,22,54,55,0,4,82,22,22,43,30,14,11,14,14,17,20,19,28,17,52,41,17,4,2,16,43,14,14,0,1,10,31,10,1,7,17,10,11,56,4,16,34,19,8,5,26,11,19,16,5,1,43,0,0,8,0.07
30,55,738,1760,1,3,55,3,94,7,1,56,37,33,22,5,63,59,72,21,66,26,7,39,57,44,42,47,12,34,26,28,1,6,8,12,63,9,68,24,51,17,64,21,30,33,28,51,82,83,84,79,48,58,0,6,0,27,29,43,41,3,3,4,3,94,1,14,16,56,63,26,78,2,24,1,1,83,70,3,15,36,6,9,23,24,25,32,34,38,38,40,34,16,1,0,4,68,45,64,65,1,10,31,10,1,7,17,10,11,56,4,16,34,19,8,5,26,2,30,4,5,1,43,0,0,8,0.05
6,102,734,1740,1,7,33,24,74,12,6,28,40,30,48,9,63,39,61,22,43,49,22,45,40,37,37,36,25,26,36,42,3,15,29,44,24,31,56,41,37,39,33,45,48,45,46,37,56,54,63,56,46,60,3,29,3,31,36,44,47,18,18,21,21,76,10,20,18,36,44,27,50,11,64,0,7,68,44,7,27,19,11,16,40,36,32,51,49,52,52,45,59,47,4,0,25,71,66,79,74,1,18,31,21,2,13,20,18,53,64,12,2,0,10,2,3,7,3,42,19,2,1,65,0,43,15,0.12
38,102,734,1289,1,0,55,2,86,3,44,51,40,29,16,2,63,42,79,98,54,18,7,29,39,31,30,28,85,29,28,26,1,17,10,19,36,30,58,23,36,27,45,30,22,33,32,54,81,78,78,73,21,39,0,14,0,9,6,15,20,1,1,1,2,61,9,25,27,64,60,64,57,20,26,1,2,52,57,10,51,33,40,23,14,13,12,25,27,33,28,12,34,19,0,0,4,66,42,46,70,1,18,31,21,2,13,20,18,53,64,12,2,0,10,2,3,7,1,17,1,2,1,65,0,0,15,0.04
25,45,69,410,1,11,46,2,94,9,5,37,31,26,53,11,58,47,45,22,57,60,16,60,47,42,40,24,9,67,45,65,3,12,24,36,30,28,45,18,46,27,46,25,32,26,26,47,79,76,84,73,31,43,1,8,3,13,17,17,17,5,5,5,5,83,5,26,27,51,49,43,81,6,43,1,43,0,79,4,94,29,5,11,35,36,37,63,57,65,62,69,74,69,6,0,15,70,66,66,80,1,18,31,21,2,13,20,18,53,64,12,2,0,10,2,3,7,12,15,7,2,1,65,0,0,15,0.08
30,53,523,1230,1,0,52,11,87,6,2,31,19,16,55,0,0,44,58,58,64,55,23,57,43,37,37,28,39,63,11,31,0,12,31,39,23,19,37,63,40,47,41,49,18,21,34,40,82,75,81,81,67,54,0,15,0,6,26,21,27,1,3,2,3,91,3,17,19,50,47,41,88,4,20,1,1,76,86,13,40,25,5,28,16,15,15,20,21,22,22,48,15,16,0,0,6,76,70,82,82,1,18,31,21,2,13,20,18,53,64,12,2,0,10,2,3,7,7,3,1,2,1,65,0,0,15,0.1
19,44,165,654,1,0,92,24,71,16,10,72,71,70,3,0,0,58,90,59,63,4,6,7,48,44,47,28,17,25,26,24,0,9,2,2,67,2,92,49,67,14,98,22,63,5,12,62,95,93,90,89,41,38,0,5,0,38,43,43,45,12,12,11,11,80,1,21,26,78,61,90,25,15,29,1,1,73,32,5,50,23,4,31,83,86,84,52,54,65,50,21,41,14,0,0,13,15,12,0,0,1,18,31,21,2,13,20,18,53,64,12,2,0,10,2,3,7,7,4,75,2,1,65,0,0,15,0.0
27,66,427,1123,1,4,35,0,97,2,1,32,32,24,49,6,63,29,48,8,57,58,28,57,30,26,25,32,28,12,14,23,2,15,25,34,21,33,52,59,44,48,31,33,32,28,31,41,72,73,68,75,60,66,1,14,1,9,10,13,13,2,2,2,3,87,4,16,16,41,50,18,69,6,41,1,2,85,60,42,60,14,11,16,13,12,12,24,25,24,23,35,31,37,0,0,10,88,79,76,89,1,18,31,21,2,13,20,18,53,64,12,2,0,10,2,3,7,3,29,3,2,1,65,0,0,15,0.04
44,20,391,948,1,1,29,0,96,5,2,30,41,26,42,2,63,25,54,13,55,48,36,39,27,27,26,0,15,7,21,17,1,25,30,36,15,23,57,92,22,73,22,49,34,44,47,37,62,66,60,61,65,64,1,20,0,12,14,32,47,1,1,3,4,92,6,14,13,35,41,24,58,6,49,1,1,83,52,8,45,17,18,20,10,8,8,24,22,20,21,33,36,38,0,0,5,88,60,67,81,1,18,31,21,2,13,20,18,53,64,12,2,0,10,2,3,7,1,28,4,2,1,65,0,0,15,0.02
44,102,188,607,1,14,31,1,90,14,2,36,44,32,39,15,63,24,51,17,56,45,40,29,28,27,27,29,9,8,20,14,11,35,31,32,24,31,54,51,31,52,29,46,41,40,43,39,59,63,57,57,59,58,5,23,2,59,56,55,68,10,8,7,9,90,9,19,16,34,43,25,51,10,57,0,7,81,45,5,34,23,16,18,10,9,8,23,22,22,20,38,40,30,9,0,7,83,52,73,77,1,9,31,6,1,5,15,9,63,69,0,0,0,0,4,6,54,13,18,12,1,2,14,2,64,10,0.18
42,102,188,1456,1,61,14,20,61,69,6,23,39,31,48,61,63,28,49,22,58,42,30,41,37,45,51,27,18,27,32,48,47,32,17,21,60,27,55,28,56,26,58,68,66,63,67,22,47,44,59,37,57,56,26,31,36,45,48,54,56,42,39,39,38,71,20,20,13,14,24,11,40,18,71,0,61,74,34,25,24,10,16,37,28,33,39,35,36,43,32,48,43,14,53,50,39,37,40,59,47,11,8,20,7,17,11,37,8,44,55,12,4,46,18,7,7,18,24,51,90,49,12,51,1,21,9,0.58
5,102,188,606,1,8,40,1,82,6,38,62,58,59,33,10,63,19,55,56,41,37,36,26,24,22,22,20,10,18,20,18,10,51,41,40,38,33,50,32,49,41,37,47,51,45,47,40,58,55,51,53,52,59,3,22,2,47,60,62,63,16,17,16,16,73,20,25,22,37,42,34,44,17,52,1,7,71,41,14,34,31,36,14,14,13,13,21,22,24,19,51,48,21,6,0,14,47,31,46,53,11,8,20,7,17,11,37,8,44,55,12,4,46,18,7,7,18,8,18,4,49,12,51,1,0,9,0.08
